E1D51D42 9EEE1951 5E590B4A F4228D65
4AEA1DB8 65D1E90B B45B57DB 6BFBDCA1
FBFDBFE2 A407D39B 51B4604B 084E409F
7FF00000 00000001 FFF00000 00000000
7FF00000 00000001 7FF00000 00000000
7B83FC41 3789BC12 582427A5 C1A935FA
F83E90F5 9E37EAB6 FFF00000 00000000
7FF00000 00000000 7FF00000 00000001
FF03A3B6 C48417C4 5BAE10CB 5CA0D45B
E6975271 810BA64B 69096B09 BDB67C4B
FFF00000 00000000 7FF00000 00000001
57283C48 1805D1D9 7F2DC4F2 FA550E5B
87CE2B2A 2FB727B3 D962537D 711969B8
364F3301 C5CEFD9E FFD04202 BD5B2ADA
58324ECA BF8096FC A81D5A57 8C44F479
FFF00000 00000000 61EF25C6 65096DE5
7B1C0096 7C917764 FFF00000 00000000
7FF00000 00000001 7FF00000 00000000
56AF5F7B 2DC6F93B 7FF00000 00000000
3B04EEF0 383B9583 EC51461F A12B5170
FFF00000 00000000 7FF00000 00000001
D3DA2F9A 51E15BC1 AD2A1E4B C743A179
C38ABC0F A79EFCBB 215D0AC1 3E359FE4
C2F1C0BE DE572CDF 7C80916F BB3DB9FC
7FF00000 00000000 66BCDAF1 C09EC55E
7FF00000 00000000 7FF00000 00000001
2EBCB50A 732A30BE FE6E49C4 B42F10D9
DEEA73F7 0EB302C0 093FD7A1 C6A1D074
79105E87 03DB78B8 FFF00000 00000000
75C500A8 09BDCFB6 73B2ACF7 F3DF64B8
9952A06E 977DED08 E5A309A3 95BFFDDC
9B6B68A8 357662E2 F97D64FB 8F555CAD
74CC5D1A 194E75C7 C2BEFE5B 2D38D147
7E3C52B4 FB78A589 FFF00000 00000000
D6AB9F46 FE3FA1F6 D3E03468 00CA4B3F
AE6E99E1 27D7925B F66B598D 38AC5F91
1DF32EB0 10198010 D9DA22E7 50178228
FFF00000 00000000 FFF00000 00000000
F13DF572 6B997B86 924E6E67 E0889AC6
965DB5E8 C1AB2518 380D12F5 D68E319E
DEE73542 3A486416 E7123BA6 BC577E05
7FF00000 00000001 FFF00000 00000000
7FF00000 00000001 FFF00000 00000000
50E99F12 579983D4 EA93E8B9 BB1BE219
F113EF8E CB57CB54 59BCF33E 47D5642A
52373CD8 25931C32 5FD852C3 4B6506F8
66131BC1 2E9144C8 791DDB5E 3112DB2E
7858D097 30673685 F546A129 DA682BB0
2D53CBD4 DDE3DEE4 6C8CA66A D99EE9F7
F841E85A A1B2918D 2EC47254 D53EFFE8
40730A00 00000000 EDCF7382 15EEFF3B
0750BB0D 042D8634 06CA0E2E 4E68ADD5
F8144796 79F0150C E70C6B33 DA87FF1A
FFF00000 00000000 7FF00000 00000001
4D79FD6E 5E08CE33 3692371D B69BD0D0
7FF00000 00000000 7FF00000 00000001
EB637BBB B0286E70 E8AC1F76 69F5788B
FFF00000 00000000 7FF00000 00000001
7FF00000 00000000 7FF00000 00000000
1C1B7E12 BC6FBA83 C5D60A9B ADB6BFDE
CDDC41F9 C0F33165 DD3B67DB 5CEF722B
6C23BBA6 311811A3 E466C129 48E7D17B
5B3930D3 DE6D7271 7B4F0279 5F6F00DD
7FF00000 00000001 FFF00000 00000000
FFF00000 00000000 7FF00000 00000001
4C454C07 DCA233D9 29A06791 3971809E
E91A2ADD B191D6B5 743B13DB BC9DA914
DE22E8AC 15F4D997 95E2899C 8CBF1A64
70614BB2 86D57E11 7BE301DC 139DA153
719B2790 992D490C 634E6DC6 754F5BEE
DC6C6DA3 31D645B7 3E7F23CB 478DBCB1
FFF00000 00000000 7FF00000 00000001
5E2212ED 83890B7A F79E3A19 3A61ABEB
D6937B58 883C6BC6 F91B255B 8F62FAE6
7FF00000 00000001 FFF00000 00000000
EA055713 5BA45EED B95200B7 06380E2F
5A9376E2 FA2EFE31 421E45A7 552CCBA3
7FF00000 00000001 FFF00000 00000000
FF08C15D 5B3E59DE 52BA25B8 DA67E5AA
7FF00000 00000001 FFF00000 00000000
C633822A 5B00C7A8 C621A730 4B43AE88
C837A2B3 2D937B49 766AEE21 52C518F9
FD395CFA 3722194A 40F52524 2A2F3DE1
FEC6F7FE C5A094F5 DD724D5A 09AFC0FF
7FF00000 00000001 7FF00000 00000000
4D333CED DEBDAC6A F4C9A2DD 2E766C93
A8742B21 9A8C2850 6E6753B3 25C0DF7F
55670586 EA6ED4A4 7AA4A097 53AA4A78
7FF00000 00000001 7FF00000 00000000
7DE83CDB E993163E 789539F2 8DB8DF78
7FF00000 00000000 FFF00000 00000000
7FF00000 00000000 7A59E11C E5945A33
FB777E53 6E86CF7B 373065DF 7C43BB21
674EEC2B 83BE9664 6C31DBB1 4E3253DA
FE724180 A7AACCC4 FFF00000 00000000
7FF00000 00000001 FFF00000 00000000
7FF00000 00000000 7FF00000 00000001
CF04E9CB 093FED9E CD6132BF 5A49AF57
63D31699 6B48BC74 6975E5B0 466F997F
F666589A B990C367 914D2EFE 1ABA35AA
C1727E58 A8C7D311 7818913F 253D49FF
7FF00000 00000000 7FE4FF48 DAD56E5D
1F3F415E CBADA3A1 3EAC6572 74258549
CBB8684B 6F55B5CA 4AEE1B06 09A9F231
7FF00000 00000000 7FF00000 00000001
5D32F14C 39F8C922 206C64A9 BE891DB9
7A68BC78 FFFF96BA E42038F7 18C740A1
FCAA10F4 3DCE1965 7FF00000 00000000
7FF00000 00000000 FBABC06A 4781E55F
1754CD6F FF2399F4 7CD3E561 714DDD6A
E7EF769E F4F1D82E EDAE35D9 751B2AC9
B61BDCD1 AFDDF792 DF1441AE 1EE7D6D7
FFF00000 00000000 41CB6D5A 3DA5F93D
57055195 EAC1750A 56FCD612 E86EB54C
7FF00000 00000000 5E4CC8F9 594F1AA7
7FF00000 00000000 7FF00000 00000000
7B21E56E 58CE213F 7FF00000 00000000
7FF00000 00000000 7FF00000 00000001
EB002F34 AC7560B3 B04581DC 0DFEC991
C340EE8E D25E8B16 6070A181 06FA9667
3E27F210 8AB6B602 F628A35B BA2DBD27
9715F9E6 329C3FAF BEE291A1 B82C36F9
AC88E9D2 2DA964CD A9574C4B B82A9286
B65429FB A1221422 D85847E4 0D19C04A
8E2EAEF3 350A0BB9 6AB618E1 BC7500BC
7FF00000 00000000 6D57B5D0 16A8FC2F
649B3DCD 7A1BA160 6364A94C C6DA327F
DA0C82DB 7C4D8414 0600FB42 E54ACD49
F4A7EE71 40009F8A F94D7E7F D850686E
FFF00000 00000000 7FF00000 00000001
63535D9E 0AB37D1E 4CF3A681 AA0A7933
F55E9210 297490B1 FFF00000 00000000
2646D7BE 18D53662 BEB345D4 05894E4A
300CEF06 64A79B24 D62B11AA 5DE5D343
C3E8F98D F1A5D69E 486ADB6E A23331C1
FFF00000 00000000 7FF00000 00000001
7FF00000 00000000 7FF00000 00000001
7277B3C4 1BB323A3 E7C0996B 6CF8C734
FFF00000 00000000 F193F4DA C41B72C2
A89C21C5 73CD77E0 265CD388 686F0FB8
DF9CE1B7 062C3A68 291036FD B256D1E8
FC469709 F73501F2 F5EBF5B2 89101E0A
27A14BEC D923A83C 2316EDE9 F819C71F
7080FBC5 9EC48A99 6EA41F2C 2C43CEAF
EE615D07 87C609A0 FFF00000 00000000
627AEAFC 02E233B7 7FF00000 00000000
48355511 86DE3C03 71FA3F4B 58D36A4D
D2C8D4FD 8E04569B 704AF0A8 B46A8270
6A988896 6E13ABC8 E734F173 9E3475EF
7FF00000 00000001 7FF00000 00000001
7FF00000 00000001 7FF00000 00000000
B6F94870 041F9D0F 26597930 3E949838
FFF00000 00000000 7660A9A6 D2078ACB
7FF00000 00000001 FFF00000 00000000
7296E6A3 053056C0 AB4F6D66 E39AE4EB
AA71FF0B CCAEBE05 F507D45A 0488F4A5
F8443561 8728FEB6 B616DB7E 528761D6
E478118F F41201C8 451AB0FF 3BC57A77
7FF00000 00000001 FFF00000 00000000
7FF00000 00000001 7FF00000 00000000
7FF00000 00000001 7FF00000 00000000
9422D038 F9C4D065 78205842 792A4883
7FF00000 00000001 7FF00000 00000001
E0403969 930D30A5 FEAF7000 6A9A2591
6DF09782 4A60975D E2F8A164 D54F3D92
F00CCC79 1C9644CE 165C6A3B B7F67C7A
7FF00000 00000000 EB730DB2 E59FD895
30B4B50F AABE26C9 2F3982AC 7F8F6DFF
FFF00000 00000000 7FF00000 00000001
7FF00000 00000001 7FF00000 00000000
7FF00000 00000000 7FB0330F B9803E44
7FF00000 00000000 7FF00000 00000001
613276F0 482932D8 D763F78A E80248A1
B1E1F11B A8FCFA8C 78C045FC 52D4E558
E65C4A5A F3EC4C94 F378FE10 FBA518DE
54879DFC DC9C5395 C460FAA0 AE22CD06
53233F3D B2D4D986 7763C988 EF4C6F9B
780BD2BA 86BD0CBB 0B2F5853 963E3279
D57ABD4C 88981686 99D5C3C5 CEEA9C9B
E25139BE 0243EA8B EE20F2D8 15873A8C
7A55F617 64B60540 F43CBEBB 197F20E7
E9FB9917 D22180C0 FFF00000 00000000
594CC0F2 62CA0DFF E66D4F1E 8E464C85
CE2F3D5E F61AA334 3E10E229 BEA458BE
020F5266 EE676C54 6BFD30B6 920952A7
7FF00000 00000001 7FF00000 00000001
FFF00000 00000000 DAB0A979 844D92E8
7FF00000 00000000 FFF00000 00000000
FD4D735E 1D9273C5 7FF00000 00000000
7FF00000 00000001 FFF00000 00000000
66ACB0F1 7524D7A7 C80C031A 252F565C
E1FD9DDD 93288436 D6B0A28B C4A7600D
48534D23 C2A603A6 C4ED6C69 B6C22348
4C112AEB CE32DB79 F6960814 A84E44B0
F4BD85E9 68889BFD CAAA0118 0693DB31
30ED80DA 1037D39B 336C72F6 102FEA11
F2B440EF CB4DAB1D 4A29C567 3030E108
D633AB38 640E2063 F441AB77 3682BE76
68918C5C E5452671 86796E7B 475B49F5
7EE1CE38 B4D7881A FFF00000 00000000
81F68A50 F74D0E2F F3FEBB0D 76313706
6FFAA853 1CC7971B EEE0FD3D 113628BB
594E06E2 6EF35503 DEC58074 4105A1D9
7FF00000 00000001 7FF00000 00000000
C88ABE03 25DB89AF 5EC0B19F A711ABAF
60306A83 AE58C821 381251F7 CD91E114
F5880E17 41CEEEFB BA2D29E8 2F104741
7FF00000 00000001 7FF00000 00000000
733AD9A9 1ACD11FC F2537F37 62DB6E28
FFF00000 00000000 7FF00000 00000001
BC65B648 BDE40000 F325C1E7 E9949309
E270ADBA 244C4810 D9CE02DC C45CFC1D
75BBC55E 10D4C682 D8888358 C033868B
7FF00000 00000001 FFF00000 00000000
B8D5A98D D5A6BAC6 57AFEF3B F9CD1B63
F483EA79 70DF9329 2E92AF69 CCD15F2E
7FF00000 00000001 7FF00000 00000001
FD1B5F54 8894CD0A 23190191 C037EB2F
0BDDCA0E 6D61BF47 47C0DD49 4440CB51
D25779CD 419C3BC2 72D936E1 D8971145
7FF00000 00000000 7FF00000 00000001
FEBBF344 9FD7CB6F 4F9E6445 3C1179C4
7FF00000 00000001 7FF00000 00000000
EB4ACB0D C3797E95 B0A3AF95 48CEAC39
D241B8B9 1DEAAF34 C0990F1C F9C0C581
4BAB8A6A 9103B8B4 54867AE6 A0D3ABCA
FEB214BF 788DB1EB 612F8009 1C682251
172257FA B6B8DB04 79400638 84D37488
E8AA894C 61EB635A 526E5DF8 D633BAD8
CB77CEE9 DCCBE035 C943C260 5BD80000
DEF01CEF 7A5F410E 7FF00000 00000000
9FE52834 FC65EFDE CDBE9FFE 78E0D4F5
7FF00000 00000001 FFF00000 00000000
7BA5809E 6E4366BD F4386DF3 23D83D2B
7FF00000 00000001 7FF00000 00000000
7A835EA7 4C691227 7FF00000 00000000
7FF00000 00000000 7FF00000 00000001
F28E3AE8 21380832 FFF00000 00000000
EAD513B2 F0036FD1 EF2CC331 AF775612
D71BC12D D74B34A9 7FF00000 00000000
6A6466C1 A80AC32E 49C2A6CB 8105028B
FFF00000 00000000 7FF00000 00000001
794078F4 C4785F17 36DB52B1 2FAC389F
A3983763 858ABE4E EEFA24DC C81B351B
7FF00000 00000001 FFF00000 00000000
EE014F1A 81FB07FA EA10F90A 8693F0B2
D46370C2 43CF7AB3 52E679B1 9444C30D
7FF00000 00000001 7FF00000 00000001
7FF00000 00000001 7FF00000 00000000
B8E91392 C0D304E9 409E77ED 994FCE5B
5A8F74DC 204CD882 70AF9081 2C9D73CA
EE612E33 D41FEA98 CC82D341 37D5DA8E
DC5F8CCD 77EBC457 7FF00000 00000000
BD3F79A1 14B84629 E3A226F6 47B635B0
6B2841D4 AE8139B2 4879F1AA D8799346
7FF00000 00000000 7FF00000 00000001
7FF00000 00000000 61AC1D0D 9B020BEA
32355177 5B97D4A6 B0E9F95B DD200000
6658F72E 55A4153F FFF00000 00000000
FFF00000 00000000 D5F70C0C 7D438B9B
C17FED87 7689D27E 4C8496D6 071C795B
7FF00000 00000000 FFF00000 00000000
CB56A05F C0E6684B D649EE89 B5EBFE13
30A16234 24A83267 56FF5CDC 63CBBCC5
D474F2B8 6834769D BD0EDFF7 9FBF6C30
7FF00000 00000001 7FF00000 00000001
7FF00000 00000001 FFF00000 00000000
F8714172 3EF48180 6EFA6E30 155E0756
805E9699 D8F33C10 5C19EB59 1F4E10F3
3F560EA8 DAC58427 3F3CEFEB D5DF28F9
152D9754 1CD4538D 7B69E606 B15496A2
FFF00000 00000000 FFF00000 00000000
7FF00000 00000001 7FF00000 00000000
F7E7251C E699867C 7C4C2E88 B28DDA52
FFF00000 00000000 FFF00000 00000000
1CDE1511 055B815C CE36DCF6 4823C9EF
E01A0C8A 61B7926D 7C0208E4 386C2742
F53CD903 894513CC FFF00000 00000000
D20E00B1 E2D9C379 61308A1B B726174C
E8E962E2 D11CDAFB EC0D2239 6556C303
7FF00000 00000001 7FF00000 00000000
FFF00000 00000000 6517EC5D BBCCBEF5
DF0A9356 3DCBEFBF F0F28655 509E9116
6E9512F6 B3585900 5A2D6280 00000000
6076D90E D5FFD266 FFF00000 00000000
C6A8AFC6 7080C052 AE3D075A 32F24424
6B017660 95E15941 FFF00000 00000000
7FF00000 00000000 7FF00000 00000001
B215A1B2 8F93C791 3C714BF5 F7D82976
7CFD9C4A F34B9164 C11D83CC 80A71DDD
41230BF5 2FAEBAE1 64D8D4FD 77E8B746
FFF00000 00000000 E06F0AF3 55D55AFF
FFF00000 00000000 7FF00000 00000000
7C7CF27D 8EBFC24F 48496199 1DD82405
BEB0BB52 702DF33C C65FE04C DAA16323
199E86A4 7DD3E305 5D3EC82B 14F74050
FF986E3E 1FFD7891 51E5E5C7 EE129034
FB3B7EB7 F31D7070 FFF00000 00000000
E91051A6 8EA4F2E9 A5762BAF EBDC329D
70B2B6E4 CF8C82F1 E226E3E4 F227F01C
510CD7D8 C8CB7405 FFF00000 00000000
7FF00000 00000001 FFF00000 00000000
7FF00000 00000001 7FF00000 00000000
E47300AF 5E6BAA3F FC5E1E67 E6F2969D
E172CCB6 4E1610FB DDB19FF2 2643A355
35BDD5E8 1B64C081 FAB66FC5 38C4642F
1C59B039 9821942C 1AFA8AE6 FAA0C0E2
E8EF43DB FD12D508 EC32E9E4 B77E3DC6
5416CE55 0BC3661C 7B7E3832 309595BB
4971549E 6E36A707 DEDA281C E6433988
CA27A369 D37C5458 D8F1B09C 350FDBE0
7FF00000 00000000 7FF00000 00000001
7FF00000 00000000 7FF00000 00000001
499C810F 897CECC9 476428BA 4987C49A
54B923D7 2BADDD65 FFF00000 00000000
8F7E03B5 62B20D60 4305E094 5C91A4FE
9203BADE 11C6A1EA 40227D95 A232C301
56CC578E 5AEBBA7B 5142E057 C5534ADF
FDAC91C0 412537D9 E1544ED3 6CD9A3A5
7FF00000 00000001 FFF00000 00000000
EBEB60B9 0A6F1965 FFF00000 00000000
7FF00000 00000001 7FF00000 00000001
43C057D0 181B25FD 7397721E B0415D60
5B88F736 928120A4 65217380 BBD0B0A2
60DA9202 D92AFA8D C526A644 137EBA2F
7FF00000 00000000 7FF00000 00000001
D4BC143D 2590FF12 46C3AE71 4F69D12A
7FF00000 00000001 7FF00000 00000000
64F42ACB 7F823E2E FB257FCC E8CC89D3
ACDDD0BA 690E2497 FC004200 0268143F
4921632B 5592B927 F7B87526 0FFE905F
6BF796D3 A929355E D501489D 35E7950E
76F070AB 2155FD12 72D344FA 8E4EF8E7
A7F51185 51D714C0 51772529 EC3CFD9B
07431ED2 7D96D993 C7C3B53C AF3B586E
43910E1A 267D0F98 8C7FD899 B796DFC3
E5609B31 B90A9DF8 CE16CDE7 24B66A42
9F53ED8F EC2A175C E6709659 3657482D
4213320C 2142B492 62F6D7FC FDC09E37
E0D48843 A02ECDAC 57B62150 24597D9D
C7FC59E3 FF1DBDAE E8A4B6CE 6CC84923
7FF00000 00000000 7FF00000 00000001
FFF00000 00000000 7FF00000 00000001
7907B283 45B50A7F 7D42FC08 72D614C6
7FF00000 00000001 7FF00000 00000001
6AE95704 09433819 6E290E15 679FD3DA
7FF00000 00000000 6042F434 30B31FCC
7FF00000 00000001 FFF00000 00000000
7FF00000 00000001 7FF00000 00000001
729EC0F1 EA15CE55 329D40A5 558667EC
7DC4D904 B8334AA5 7FB29C2F A87D7E1E
DBEEB958 1237BB10 943D0AB2 889FAB88
14D09301 03979459 3E1FABB9 6AA15055
7FF00000 00000000 7FF00000 00000001
1CC40E73 4CAF3BF7 B2AB425C A98077B8
C935B000 00000000 CBE4278F 2F60F877
FC00F16D DD24A61E 5810E851 FDA2FF69
7311937D 868389F6 7FF00000 00000000
20CD87E9 CB485C2C 55E23A93 C11729D5
4254625C 1082299B FFF00000 00000000
699D4219 ABE6B16A C0E1BD99 BFB43117
61DC6B8A A773CE0D 07DC8909 6E62B72C
FC0E6A53 10C6321A 7C74A99C 538B1A0D
DA3298FF DBEFD6D2 F2C03DDA F4C051D4
736EE528 F8246C18 380B16FB 55EB8E58
E0881DE6 94141A70 E5332690 FB808F18
E4F780C6 72B9460B F5E63AFE B51DD3F6
D82E2AF2 3C8CA99B 98A4D3CC 531F0BEE
F0180FD7 790235F4 6ECCD770 FE5F768D
D5E59729 51038120 5D7BDD87 BB6CE3B9
9400C0A4 59D87B6A C1F9C0C1 9B0E8F32
71D37FD3 8018DDAF 7FF00000 00000000
5380B827 A99B34B1 FD6A5EAF 32C7BC1F
48529789 4366DF68 FCCA6F09 8D83EBF3
59E1A48A 60A203E8 C2F7E030 2646A836
2F3A5E9C 7ABBE01D F73453B6 6E3C2BCD
CB1174B4 64A983D4 F3F0F806 F1AEC481
676A292C 2CA6B826 7D3C5F3C 901F466A
DC05B038 01A54A81 6F882DCC F2A13450
FFF00000 00000000 7FF00000 00000001
C52C085B F0AA21C2 A39C4CED A57C4976
CCDF9870 39E4E66A 7FD16CD3 2D6C5A16
FFF00000 00000000 7FF00000 00000000
7FF00000 00000001 7FF00000 00000000
FE4CD7F5 119C6072 F01AC1A6 66B3BFCD
7D762EE5 D8AEBB40 E7F57422 C88A0E5F
FFF00000 00000000 FFF00000 00000000
77C44630 CC116B98 3FB7EEF6 F3C607FF
71E9EEBA F6643FDD F670F9DF 85C73259
7FF00000 00000001 FFF00000 00000000
56AA12EE AEB10838 71376C5C 378DB17B
B5F7F32A 32836694 E3FCF43E 3A53F45E
B4B0307B 0AED4E9B D1DC5852 21CB08DE
4DF97D88 11A68297 AA191D1F 32F9585E
EBE1BA07 186A3B74 5A2FDC4C FB19FDF3
6C62FADD 9A9AD830 FFF00000 00000000
DD06BE6C 69FCCDA6 FFF00000 00000000
FFF00000 00000000 FFF00000 00000000
541D359F 47C5E5D9 48E7811A 20249D08
F5A2DCAE E42E9AD7 7D0712D2 0F8E361D
FFF00000 00000000 F39E6347 728C0ECD
6004BEEF 0FF089D0 BE21ED6B 2F670869
67096996 2609A74E 7ACA2775 1A9D491E
7FF00000 00000000 7FF00000 00000001
58FE5ECE D0FDD8E0 CBE10828 4D7C47B9
2EEC7827 93A8647E 536C81EF DB0B5A0A
BB5FB8A6 AFF66356 61FF6923 E7747A9C
1183A497 F31E2510 705F28A9 8D965DBD
6413D8C6 158171E1 EE643721 01CADF57
FFF00000 00000000 F42D32EF F5BA8114
C4597A1B FC2DD852 F03B426E 54A40985
E64002D1 2DB51434 3833F846 53B6B048
F01AB523 DED58F7F 1675D5A9 1D7F836C
74C417D7 5359C7F3 EC29E623 B6E0FC1E
C39AF55B 72A8455E B6E66A43 A85B2A99
F831E672 AA3AC1C9 4D8E449A B24E8DD6
F3BEB6E3 D9BD094C 37A45348 224C2384
249002E4 259B086E DD7764CE 02EB12F3
D90AFEF9 CC9475FC E08EAE85 1F67CAE0
36AD2DD1 C44A6B8D 7D0DEC8C C15D0C1A
DE12F7C1 4780D135 DAB2A720 8840C75E
D416A8B9 80167EDC FFF00000 00000000
EF4C0FCA CE7769B1 306B8EFA 3D3F7EB3
7B877188 C1C00000 7CDE4066 A33EF90C
7157CC47 FD8D013B F0684278 308BBE7E
7FF00000 00000000 582B0050 791A87B5
FB279289 76C67ECE 58D665F3 743D9564
FC081153 20A51729 65C71AA8 AD8507A4
7D0F0F6B E941A25A 6E4ACA94 88093478
E3087CAD 0B4DF0AD 96D87226 2F233044
7FF00000 00000000 FFF00000 00000000
F4352AAE 02C6CB01 86AD2931 A431960B
56A80118 5D151FF2 2546EB9A B9D35F16
F7C4FF37 8B8185F4 D46106C0 431CAFE3
7FF00000 00000001 FFF00000 00000000
CC43A1A4 015CB5F7 9795DE13 EDB23F4C
FEB856BE 4E320D26 7E7B1A59 2333B6D6
D188AD81 9336608B D067ED1E 6164817A
7FF00000 00000000 7FF00000 00000001
6E37368B 2F03DF51 D61B2A98 E367EF19
F5918B3F 7BFE4162 D4D38D3E FB9FF419
7FF00000 00000001 FFF00000 00000000
C75F8000 00000000 FFE9176C EFF7F5C5
DA5011B3 5CAD6C10 ADC4A853 05B09F8B
7FF00000 00000000 7FF00000 00000001
1392D09B 5B0F4509 E30A92D9 BA51DB51
FFF00000 00000000 FFF00000 00000000
E5C58000 00000000 ED7AB54C 2E2AB3FF
6173A2F5 E926AF41 FFF00000 00000000
F9380332 021410DA 7B3EF119 A1AD7908
C850362A F139B121 D517C25D 979F937E
7FF00000 00000001 7FF00000 00000000
60328F0B 5C8E330A 1BB0C2F2 BAAA45F5
7FF00000 00000001 7FF00000 00000000
FFF00000 00000000 7FF00000 00000000
48090568 264ABBC1 D7C7352B 7F77C575
FFF00000 00000000 7FF00000 00000001
D38ED5BF 08B729F2 71FA53A4 B372EC9F
E5330884 1C4F7608 D8BF7C4D D0B49069
7FF00000 00000001 7FF00000 00000000
7B383C76 FA80A0C2 FFF00000 00000000
1009E25F C38E54D9 E603CE1D F693CCD9
